gender,location,gamegenre,ingamepurchases,gamedifficulty,sessionsperweek,avgsessiondurationminutes,playerlevel,achievementsunlocked,engagementlevel
1,Other,Simulation,0,1,7,141,66,41,1
0,Europe,RPG,0,0,12,34,5,29,1
1,Asia,Simulation,0,1,4,34,67,28,0
1,Europe,Strategy,0,0,13,124,36,45,2
0,Asia,RPG,1,1,13,48,19,16,1
0,Asia,Sports,1,0,7,51,35,45,2
0,Other,Action,0,2,10,131,50,41,1
0,USA,Sports,0,1,10,166,17,10,2
0,USA,Action,0,0,8,112,97,31,1
1,Asia,Strategy,0,0,0,165,31,2,0
1,Asia,Strategy,0,0,15,154,30,35,2
0,USA,Strategy,0,0,1,19,85,26,0
1,USA,Simulation,0,0,18,47,27,42,1
1,Asia,Strategy,0,0,7,156,92,40,1
0,Europe,RPG,0,0,8,21,49,3,0
0,Asia,Simulation,0,0,8,35,89,0,0
0,Europe,Simulation,0,0,15,158,13,15,2
0,USA,Simulation,0,0,10,13,53,16,0
0,Asia,Simulation,0,1,7,136,89,13,1
0,Europe,Sports,0,1,2,74,85,35,0
1,Europe,Strategy,0,0,2,71,92,12,0
0,Asia,Sports,0,0,11,75,45,30,1
0,USA,RPG,0,0,6,39,17,10,0
1,Europe,RPG,0,0,6,70,17,47,1
1,USA,Sports,0,1,12,35,35,16,1
1,USA,RPG,0,0,0,122,66,17,0
0,Asia,Sports,1,1,15,44,92,7,2
1,Europe,Simulation,0,0,9,74,2,44,1
0,Other,Simulation,0,0,0,46,37,18,0
1,Europe,Action,0,1,12,66,73,48,1
0,USA,Simulation,0,0,10,160,1,6,2
0,Europe,Sports,0,0,12,33,7,14,1
1,USA,RPG,0,1,19,50,93,1,2
0,Other,Sports,1,0,9,128,56,29,1
0,Europe,Simulation,0,0,18,118,44,45,2
0,Europe,Action,0,0,8,54,81,6,1
0,USA,Sports,1,0,14,65,74,43,1
0,Europe,Sports,0,0,19,83,37,5,2
1,USA,Simulation,0,0,2,123,56,43,1
0,Europe,Strategy,1,1,16,128,28,32,2
0,Europe,Simulation,0,2,13,57,47,0,1
1,USA,Simulation,0,0,16,24,71,37,1
1,USA,Action,0,0,6,179,2,1,1
1,Asia,RPG,0,0,6,98,66,32,2
0,Europe,Strategy,1,1,11,43,83,8,1
0,Europe,Strategy,0,1,13,67,33,35,1
0,USA,RPG,0,0,4,136,61,28,1
1,Europe,RPG,0,1,13,51,99,47,1
0,USA,Simulation,0,0,3,11,95,18,0
1,Europe,RPG,0,0,8,115,33,23,1
1,Asia,Strategy,0,0,17,32,43,47,1
0,USA,Action,0,1,18,67,19,37,1
0,Asia,Sports,0,0,11,55,43,34,1
0,USA,RPG,0,2,4,157,24,28,1
0,USA,RPG,0,1,18,132,94,13,2
1,Other,Strategy,1,1,7,88,52,45,1
0,USA,Simulation,0,0,3,109,4,27,0
0,USA,Action,1,1,15,169,76,25,2
0,Europe,Strategy,0,1,7,53,91,25,1
0,Other,Action,0,1,16,123,99,1,2
0,Europe,RPG,0,1,6,66,7,41,1
0,Other,Sports,0,1,5,96,4,45,1
0,Europe,Action,0,1,6,27,81,7,0
1,USA,Sports,0,1,2,54,66,10,0
1,Europe,Strategy,0,1,15,71,57,29,1
1,USA,Action,0,0,2,64,68,0,0
1,USA,Strategy,0,0,13,164,75,20,2
0,USA,RPG,0,0,3,145,93,18,1
1,USA,RPG,0,2,17,101,22,48,2
0,USA,Action,1,0,6,33,43,21,0
0,USA,Sports,0,1,0,130,52,24,0
0,USA,Strategy,0,0,19,166,45,18,2
0,USA,Strategy,0,0,11,104,60,31,1
1,USA,Simulation,0,0,18,130,62,46,2
0,Other,Strategy,0,0,18,12,60,36,2
0,Europe,Action,0,1,6,101,9,13,1
0,Europe,Simulation,0,0,15,11,70,47,1
1,Europe,Strategy,0,0,17,31,2,46,1
0,Europe,Strategy,0,0,8,37,15,24,0
0,USA,Action,0,0,11,173,36,44,2
1,Europe,Strategy,1,0,9,49,93,31,1
0,Asia,Action,0,1,14,41,19,14,1
1,Europe,Simulation,0,2,15,99,80,12,2
1,Asia,Strategy,0,1,17,176,43,39,2
0,USA,Simulation,0,1,12,93,64,19,1
1,Asia,RPG,0,0,1,164,72,28,0
1,Europe,Strategy,0,1,10,101,13,39,0
0,Europe,Simulation,0,0,6,143,94,12,1
0,Europe,Sports,0,0,13,38,62,28,1
1,USA,Sports,1,2,11,69,51,4,1
0,Europe,Action,0,0,4,79,71,45,1
0,USA,Sports,0,0,16,47,61,34,1
1,USA,Simulation,0,0,9,86,9,1,1
0,USA,Strategy,0,0,18,44,64,35,1
1,Europe,Action,1,1,4,130,59,27,0
0,Other,Action,0,1,14,114,22,23,2
1,Europe,RPG,0,2,6,144,13,32,0
0,USA,Action,0,1,5,45,77,2,1
0,Other,RPG,0,1,17,150,39,33,0
0,USA,Sports,0,0,5,28,59,24,0
0,USA,Sports,1,0,9,106,88,23,1
0,Europe,Sports,0,2,17,31,49,27,1
0,USA,Action,0,1,6,25,34,22,0
1,Europe,Simulation,1,0,6,155,77,40,1
0,USA,RPG,1,0,14,170,27,40,2
0,Europe,RPG,0,1,1,35,72,41,0
0,USA,Action,0,0,1,159,25,36,0
1,Asia,Simulation,0,0,8,157,34,20,1
1,Asia,Action,0,1,5,70,58,2,1
1,Other,RPG,0,1,15,54,86,33,1
0,USA,Simulation,0,1,19,94,35,35,2
0,Europe,Sports,0,1,16,172,86,41,2
0,Asia,Sports,0,2,19,25,78,13,1
1,Other,Sports,0,0,13,129,28,12,2
0,Europe,Strategy,0,1,0,43,8,31,0
1,Other,Strategy,0,2,13,126,48,16,2
0,USA,Sports,0,1,15,155,3,1,2
0,Europe,RPG,0,1,9,155,13,7,1
0,USA,Simulation,0,1,9,124,6,33,1
0,USA,RPG,1,0,18,107,76,9,2
0,USA,Strategy,0,1,15,40,62,47,1
0,Europe,Simulation,0,1,13,87,44,3,1
0,Europe,Simulation,0,0,5,74,87,25,1
1,USA,Action,0,2,14,77,59,18,1
0,USA,Sports,0,0,4,151,33,3,1
0,Other,RPG,0,0,7,162,84,23,1
0,USA,Simulation,0,0,6,11,98,0,0
0,USA,Simulation,0,0,18,110,67,5,2
0,USA,Action,1,1,15,71,51,15,1
0,USA,Sports,0,1,18,122,35,48,2
0,USA,Sports,1,0,14,90,52,46,1
0,USA,Strategy,0,1,1,97,17,16,0
1,USA,RPG,0,2,2,103,18,37,0
0,Europe,RPG,0,1,19,148,61,45,2
0,Asia,Action,0,1,4,77,80,26,1
0,USA,Action,1,1,13,178,58,43,2
0,USA,Action,0,1,19,54,3,36,1
0,Asia,Sports,0,0,2,32,54,13,0
0,USA,Simulation,0,0,12,135,49,37,2
0,Asia,Simulation,0,0,15,112,71,21,2
1,Europe,Simulation,0,2,17,89,65,12,2
0,Asia,RPG,0,1,15,118,66,42,2
1,USA,Simulation,0,1,8,73,28,35,0
1,Asia,RPG,0,2,10,26,71,25,1
1,Europe,Strategy,0,2,7,43,12,6,0
1,Europe,Strategy,1,0,4,124,42,39,1
0,USA,Simulation,0,2,10,140,8,12,1
0,USA,Strategy,0,0,19,89,88,36,2
1,Asia,Action,1,0,19,134,74,41,1
0,USA,Strategy,0,0,12,102,2,41,1
1,Europe,Action,0,1,16,26,81,37,1
0,USA,Strategy,1,2,0,13,67,20,0
0,Europe,Simulation,0,1,9,124,12,49,1
0,USA,Simulation,0,0,5,25,54,15,0
0,USA,Action,0,2,16,179,31,32,2
0,Asia,Strategy,0,2,12,110,96,20,1
1,USA,Action,0,1,6,110,93,16,1
0,Other,Action,0,1,13,63,88,25,1
0,USA,Sports,0,0,12,146,48,35,2
0,Europe,Sports,0,1,17,21,49,32,1
0,USA,Action,1,2,14,21,19,14,2
0,USA,RPG,0,0,14,101,91,13,2
0,Europe,Simulation,0,2,11,177,81,44,2
0,Europe,Simulation,0,0,0,135,15,34,0
1,Asia,Simulation,0,0,11,47,9,40,1
1,Asia,Simulation,0,0,10,14,64,21,0
1,USA,Sports,1,0,0,61,81,21,0
0,USA,Sports,0,2,19,34,71,35,1
0,Other,Action,0,0,4,169,3,4,1
1,USA,RPG,0,0,0,47,87,31,0
1,Asia,Action,0,0,18,99,57,35,2
0,USA,RPG,0,0,0,98,13,13,0
0,Other,Strategy,0,0,15,72,98,5,1
0,USA,RPG,0,0,9,167,79,2,2
0,USA,RPG,0,2,13,129,11,27,2
1,Europe,Simulation,0,0,1,57,65,0,0
0,Europe,RPG,1,0,1,115,55,1,0
0,USA,RPG,0,2,7,83,69,36,1
1,Europe,RPG,0,1,3,131,15,38,1
0,Asia,Simulation,1,0,17,146,5,14,2
1,Asia,Simulation,0,0,2,117,29,48,0
1,Asia,Action,0,1,10,67,97,40,1
0,USA,Sports,0,0,4,161,55,23,0
0,USA,Simulation,0,0,0,174,77,10,0
0,Europe,Sports,0,0,5,57,79,29,0
0,Asia,Simulation,0,0,17,125,38,26,2
1,USA,Action,0,1,3,83,16,31,0
1,USA,RPG,1,0,9,106,73,32,1
1,Other,Strategy,0,0,8,91,52,11,1
1,USA,Simulation,0,2,19,38,58,17,1
0,Europe,Action,1,1,6,85,24,32,1
1,USA,Strategy,1,2,5,98,63,37,1
1,Asia,Strategy,0,0,13,108,81,32,2
0,Asia,RPG,0,0,19,165,4,21,2
1,USA,RPG,0,1,0,79,8,1,0
0,Europe,RPG,0,2,6,144,38,34,1
1,Asia,Simulation,0,1,5,170,45,24,1
1,Europe,RPG,0,2,13,172,63,10,2
0,Europe,Action,0,0,18,25,92,33,1
0,Europe,RPG,0,0,2,98,22,18,1
0,Europe,Simulation,0,2,15,179,71,38,2
0,Other,Simulation,1,1,2,160,1,13,0
0,USA,Sports,0,2,9,153,54,14,1
0,USA,Strategy,0,0,3,72,39,39,0
0,Other,RPG,0,2,14,63,93,7,1
0,USA,Strategy,0,0,4,73,13,6,0
0,Asia,Simulation,1,1,2,153,20,40,1
0,Other,Action,0,0,15,27,28,26,1
1,USA,RPG,0,0,4,43,61,7,0
1,Europe,Strategy,0,0,6,52,58,44,0
0,USA,Sports,1,2,4,138,27,30,1
0,USA,Simulation,1,2,13,53,36,21,1
1,Europe,Action,0,0,13,83,83,0,1
0,Europe,Strategy,0,0,18,38,39,6,1
1,USA,Action,0,2,11,149,49,7,2
0,Europe,Simulation,0,2,8,106,81,6,1
0,Europe,Action,0,2,11,123,91,47,2
1,Europe,Action,0,2,10,103,55,36,1
1,Asia,Sports,0,0,0,64,30,29,0
1,Other,Strategy,0,2,10,76,57,1,1
1,Asia,Strategy,0,2,19,136,36,1,2
0,USA,Strategy,1,1,5,174,60,42,1
0,USA,Strategy,0,2,11,11,24,32,0
0,USA,Strategy,0,0,13,111,12,22,2
0,Europe,Simulation,0,0,4,133,32,9,1
1,Asia,Simulation,1,0,1,61,77,17,0
0,USA,Sports,1,1,16,127,22,47,2
0,USA,Action,0,1,6,127,99,32,1
0,USA,Simulation,0,0,14,26,96,18,1
0,Europe,Sports,0,2,14,122,69,34,2
0,Other,Simulation,0,0,7,31,60,40,1
0,Europe,Sports,0,0,8,152,58,15,1
0,Europe,Strategy,0,0,2,153,48,1,0
1,USA,Action,0,0,18,169,21,34,2
0,Asia,RPG,1,0,11,109,82,38,1
0,Asia,Simulation,0,2,15,151,65,40,2
1,USA,Action,0,1,13,104,24,14,1
1,Europe,RPG,0,0,12,73,58,10,1
0,USA,Sports,0,0,1,47,24,36,0
0,Asia,Action,0,1,1,34,35,3,0
1,USA,Simulation,0,0,16,75,46,27,0
0,Asia,Simulation,1,1,1,83,68,7,0
0,Europe,Simulation,0,2,7,132,65,36,1
0,USA,Strategy,1,2,17,137,38,44,2
1,USA,Simulation,0,2,12,139,61,45,2
1,USA,Simulation,0,0,5,15,50,9,0
1,Other,Simulation,0,2,13,118,57,9,2
0,USA,Simulation,0,1,4,24,59,27,0
0,Other,Simulation,0,1,3,152,44,8,1
1,Asia,Sports,0,0,16,144,40,39,2
0,USA,Simulation,0,1,19,73,75,28,2
0,USA,Strategy,0,0,14,155,61,15,2
0,Europe,Simulation,1,0,10,31,60,46,1
0,Other,Sports,0,2,16,103,42,16,2
1,Asia,Strategy,0,0,4,162,90,5,1
0,Europe,Sports,0,1,12,141,17,5,2
0,Europe,RPG,0,0,12,79,60,31,1
0,Europe,Action,1,0,11,59,8,42,1
1,Other,RPG,0,0,4,45,89,7,0
1,Other,RPG,0,2,5,137,7,7,1
1,USA,Strategy,0,0,18,137,92,7,2
0,Other,Action,0,0,13,25,28,39,1
1,Other,Action,0,0,1,178,27,28,0
0,Europe,RPG,0,1,9,113,6,45,1
0,Europe,Action,0,2,3,25,49,23,0
0,Asia,RPG,0,2,1,79,73,16,0
0,Other,Action,0,2,12,35,42,31,1
1,Europe,Sports,0,0,5,106,21,22,1
1,Europe,Sports,0,0,15,93,77,16,2
1,USA,RPG,0,2,1,71,34,13,0
1,USA,Simulation,0,0,10,138,30,11,1
0,Other,RPG,1,2,1,114,16,13,0
0,USA,Sports,0,0,5,167,18,9,1
1,Asia,Strategy,1,0,5,162,11,2,1
1,Europe,Simulation,1,1,7,21,23,31,0
1,USA,Action,1,2,8,36,1,14,0
0,USA,Strategy,1,1,11,118,38,39,1
1,USA,Strategy,1,2,1,12,2,20,0
1,Other,Action,0,0,14,11,78,33,1
0,USA,RPG,1,1,10,134,72,5,1
1,Asia,Sports,0,0,18,62,5,46,1
0,Europe,Simulation,0,0,3,117,30,20,1
0,Europe,Sports,0,1,16,119,55,39,2
1,USA,Simulation,0,2,17,140,11,33,2
1,USA,Sports,0,1,10,39,53,16,1
0,Asia,Sports,0,0,4,34,94,27,0
1,Asia,RPG,0,0,12,51,67,49,1
0,USA,RPG,0,0,8,119,73,10,1
0,Asia,Action,0,0,5,144,55,3,1
0,Europe,Strategy,0,1,3,122,8,8,1
1,USA,RPG,1,2,2,25,12,26,0
1,Asia,Simulation,0,0,5,137,69,25,1
0,Europe,Simulation,0,0,10,87,35,1,1
1,Europe,Sports,0,2,6,97,30,40,1
1,USA,Strategy,0,2,19,161,31,5,2
0,Europe,Sports,1,1,18,176,9,20,2
1,USA,Strategy,0,0,19,50,66,7,1
1,USA,Sports,0,1,8,156,2,35,1
0,USA,Strategy,0,2,4,29,13,1,0
0,Europe,RPG,0,1,14,78,52,1,1
0,Europe,RPG,0,2,17,30,16,23,1
1,USA,RPG,0,0,10,171,78,41,2
1,Europe,RPG,0,1,7,128,45,41,1
0,USA,Action,0,0,13,38,46,27,1
1,Other,Simulation,0,2,13,63,47,33,1
0,Asia,RPG,1,1,19,34,62,2,1
0,Asia,RPG,0,1,8,26,38,7,0
1,USA,Action,0,0,10,96,94,31,1
0,Other,Simulation,1,1,17,169,26,16,2
0,Other,Sports,0,1,3,61,2,12,0
0,Europe,Simulation,1,1,11,147,59,46,2
0,USA,Strategy,1,2,4,102,16,11,2
1,Europe,Sports,1,0,10,31,3,48,0
0,USA,Sports,0,2,5,58,41,33,1
1,Europe,Strategy,0,1,15,104,41,15,1
1,Other,RPG,0,0,11,160,83,45,2
0,Asia,Simulation,0,0,4,19,87,3,0
1,USA,Strategy,0,1,18,45,99,13,1
1,USA,Simulation,0,2,2,177,86,15,1
0,Other,Sports,0,2,9,34,87,18,0
0,USA,Sports,1,0,17,70,81,43,0
1,Asia,RPG,0,0,5,94,24,15,1
0,USA,RPG,0,1,9,67,38,25,1
0,Europe,Strategy,0,0,18,76,16,1,1
0,Asia,Simulation,0,1,17,45,80,17,1
0,USA,RPG,0,2,4,103,65,31,1
0,Europe,Simulation,0,0,12,148,26,20,2
0,Europe,Action,0,0,7,88,80,37,2
0,Europe,Strategy,0,2,11,123,1,38,1
0,USA,Simulation,0,1,4,99,34,9,1
1,Europe,RPG,0,1,10,106,5,33,1
1,Other,RPG,0,1,6,108,2,38,1
0,USA,Simulation,0,0,1,114,13,16,0
0,USA,Sports,0,0,4,129,59,48,1
1,USA,Action,0,2,17,151,97,26,2
0,USA,Strategy,0,0,1,49,29,2,0
1,USA,Simulation,0,0,12,33,17,14,1
0,Europe,RPG,0,1,19,148,52,29,2
0,Europe,Strategy,1,0,7,94,80,16,1
0,Asia,Simulation,0,0,1,67,90,6,0
1,Europe,RPG,0,0,2,68,69,11,0
0,Other,Action,0,0,8,19,30,1,0
1,Asia,Simulation,0,1,12,24,89,18,1
0,Europe,Simulation,0,0,6,155,79,28,1
0,Europe,Strategy,1,1,4,158,93,33,1
0,Asia,Strategy,1,1,5,26,36,0,1
0,Asia,RPG,0,2,16,84,28,22,1
0,Europe,Sports,0,2,3,40,78,38,0
0,USA,Action,0,0,6,59,42,49,1
0,Europe,RPG,0,0,9,58,18,41,1
0,Asia,RPG,0,2,19,60,10,35,1
1,Europe,Strategy,0,0,4,166,1,32,1
1,Other,RPG,0,2,16,66,48,43,2
0,Asia,Action,0,2,14,31,16,28,1
0,Europe,Simulation,0,0,15,35,16,33,1
0,USA,Sports,0,0,14,157,69,41,2
0,USA,Sports,0,1,3,70,97,28,2
0,Europe,Simulation,0,2,8,148,73,16,1
0,USA,Strategy,1,0,0,81,53,44,0
1,USA,RPG,0,0,11,126,74,48,0
1,USA,Sports,0,2,15,83,31,45,1
0,Europe,Strategy,1,0,15,171,15,47,0
1,Asia,RPG,0,0,2,18,62,5,0
0,USA,Sports,0,0,8,84,13,38,1
0,Europe,Sports,0,0,11,121,23,37,1
1,USA,Simulation,0,1,19,111,63,36,2
0,USA,Strategy,0,2,2,38,75,28,0
1,Asia,Action,0,0,17,50,30,37,1
0,Europe,Sports,0,1,16,20,40,4,0
1,Europe,RPG,0,0,19,76,80,36,1
0,Other,Strategy,0,2,15,40,55,8,1
1,USA,Sports,0,2,14,96,49,46,1
0,Asia,Action,0,2,1,144,40,41,0
0,Europe,Action,1,0,4,103,2,14,1
1,Europe,Sports,1,1,12,17,58,48,1
1,USA,Simulation,1,0,0,19,1,31,0
1,Asia,Sports,0,0,4,129,88,34,1
0,USA,Sports,0,0,12,169,4,20,2
0,Europe,RPG,0,0,18,170,19,3,2
0,Asia,RPG,0,2,3,114,15,16,2
0,Europe,Simulation,0,1,9,90,2,24,1
1,Europe,RPG,1,0,0,70,15,17,0
1,USA,Sports,0,1,17,133,95,1,2
1,Asia,Simulation,1,1,19,74,48,27,2
0,Europe,RPG,0,0,3,134,74,16,1
0,Europe,RPG,0,2,15,105,40,17,2
1,Europe,Sports,1,0,10,53,46,42,1
1,USA,Simulation,0,0,19,178,77,32,2
1,Europe,RPG,0,1,10,155,43,33,2
1,Europe,Strategy,0,1,15,94,19,45,2
1,Europe,Sports,1,2,18,154,65,22,2
0,USA,Strategy,0,0,16,145,98,24,2
1,Asia,Action,0,0,1,160,39,22,0
0,Asia,RPG,0,0,16,166,66,20,2
1,USA,Strategy,0,2,18,23,46,28,1
1,Europe,Action,0,2,3,41,74,40,0
0,USA,Sports,0,0,14,38,8,33,1
0,USA,Strategy,0,1,3,157,86,40,1
0,Europe,Simulation,0,0,0,167,12,35,0
0,USA,Sports,0,1,6,156,48,5,1
0,Europe,Sports,0,0,9,150,27,3,1
0,Asia,Simulation,0,0,3,91,19,26,0
0,Europe,Sports,1,0,6,178,22,33,1
0,USA,Action,0,0,16,92,12,44,2
0,Europe,RPG,0,0,14,125,20,24,2
0,Europe,Sports,0,0,1,131,1,6,0
0,Other,Strategy,1,1,11,62,50,35,1
1,Europe,Sports,0,0,10,169,63,41,2
1,Asia,Simulation,0,0,11,60,15,25,1
1,Other,Strategy,1,1,10,146,1,37,2
0,Europe,Simulation,0,0,13,113,4,39,2
1,USA,Sports,1,1,3,161,39,41,1
0,Asia,Action,0,0,5,52,31,49,1
0,Asia,Strategy,0,2,18,128,63,46,2
0,Asia,Sports,0,2,17,139,96,36,2
0,Other,Sports,1,0,9,89,67,22,1
0,USA,Simulation,0,1,3,129,58,36,1
1,USA,Sports,1,0,8,101,52,10,1
1,Europe,Action,0,0,19,82,12,9,2
1,Europe,Strategy,0,1,12,143,42,0,2
1,Asia,Sports,1,2,12,23,71,43,1
1,USA,Simulation,0,0,16,63,60,47,1
0,Europe,Action,0,0,12,114,85,36,2
1,Other,RPG,0,0,19,53,19,24,1
1,USA,Action,0,1,6,38,68,5,0
0,USA,Sports,0,2,15,100,81,43,2
1,Europe,Sports,0,0,18,50,64,18,2
0,USA,Strategy,1,1,15,161,17,18,2
0,USA,Sports,0,1,5,71,30,32,1
1,USA,Action,0,1,19,28,67,29,1
1,USA,RPG,0,0,11,75,6,37,2
1,USA,Action,0,0,12,45,79,12,1
1,USA,Sports,1,0,6,112,50,38,1
0,Asia,Sports,0,0,16,41,41,38,1
0,Europe,RPG,0,2,13,118,60,29,2
0,Asia,RPG,0,1,9,139,53,38,1
1,USA,Strategy,1,0,2,135,54,3,0
0,USA,RPG,1,1,2,51,52,30,0
1,USA,Simulation,0,1,6,45,66,41,1
0,USA,Sports,0,0,8,27,88,38,1
1,Asia,Strategy,0,1,18,154,57,17,2
0,USA,Action,0,0,18,156,10,44,2
0,USA,Strategy,0,0,0,131,64,7,0
0,Asia,Sports,0,0,7,41,28,17,0
0,Asia,Sports,0,2,16,137,69,43,2
0,USA,RPG,0,1,18,153,1,34,2
1,Europe,RPG,0,0,15,131,9,17,2
0,Europe,Simulation,0,1,12,86,72,7,1
1,USA,Simulation,0,0,10,78,16,0,1
1,USA,Sports,0,0,0,12,49,8,0
1,Asia,Sports,1,0,19,156,96,5,2
0,USA,Simulation,1,2,1,150,30,24,0
1,Europe,Simulation,0,1,2,104,9,19,0
0,Asia,RPG,0,2,10,107,73,42,1
0,USA,Strategy,0,0,2,71,62,15,0
0,USA,RPG,0,0,9,137,26,4,1
0,Asia,Simulation,0,2,4,89,6,37,2
1,Europe,Action,0,0,15,154,77,1,2
0,Europe,Simulation,0,0,3,80,91,28,2
0,Europe,Action,0,2,10,161,63,39,2
0,USA,RPG,0,1,19,152,40,33,2
0,Asia,RPG,0,0,3,177,23,17,1
0,USA,RPG,0,1,13,145,2,4,2
0,USA,Sports,0,0,19,57,1,22,1
0,Europe,Sports,0,1,10,119,58,27,1
1,Asia,RPG,0,2,8,178,4,19,2
1,Asia,Strategy,0,1,19,132,38,6,2
0,USA,Sports,1,0,10,32,59,15,1
1,Asia,Strategy,0,0,19,26,9,3,1
0,Europe,Sports,0,2,18,73,35,8,1
1,Europe,Simulation,0,1,14,16,11,24,0
0,Other,RPG,0,0,9,176,63,11,2
1,USA,Sports,1,2,11,153,11,43,2
0,Europe,Simulation,0,0,5,107,14,34,1
0,Europe,Strategy,0,1,16,135,70,13,2
0,USA,Sports,0,1,13,73,29,42,1
0,Asia,Strategy,0,1,18,177,33,40,2
1,Europe,RPG,0,2,12,22,73,5,0
1,Europe,Sports,0,1,5,158,47,29,1
0,Europe,RPG,1,0,14,116,39,14,2
0,Europe,Action,1,0,7,163,94,22,1
0,Europe,RPG,1,1,8,84,75,9,1
0,USA,Strategy,0,2,11,81,91,21,1
0,USA,Strategy,0,0,18,146,27,1,2
0,USA,RPG,0,0,15,35,11,3,1
1,Asia,Sports,0,1,16,168,50,19,2
0,Asia,Sports,0,0,4,68,70,43,1
1,Europe,Strategy,1,0,8,13,31,41,0
1,Other,Strategy,0,1,19,171,50,14,2
0,USA,Simulation,0,2,17,56,6,3,1
0,Asia,Sports,0,0,13,40,34,21,1
1,USA,Simulation,0,0,1,113,47,40,1
0,USA,Strategy,1,0,12,108,87,46,1
0,USA,Strategy,0,0,6,89,10,30,1
1,Europe,Simulation,0,1,19,153,8,21,2
0,Asia,Sports,0,2,0,179,95,46,0
1,Asia,Sports,0,0,8,155,16,7,1
0,Europe,Strategy,0,2,18,154,39,3,2
1,USA,Action,1,1,3,159,49,32,1
1,USA,Action,0,2,2,55,7,4,0
0,Other,Strategy,0,2,8,162,74,16,1
1,USA,Action,0,1,9,52,50,26,2
1,Asia,Strategy,0,1,8,145,23,23,1
0,USA,Sports,1,2,5,62,97,19,1
1,USA,Sports,0,0,17,69,16,17,1
0,USA,Action,1,2,9,97,96,42,1
1,USA,Action,0,1,4,19,43,41,0
0,Europe,Sports,0,1,16,19,8,11,0
0,USA,RPG,0,1,7,99,26,15,1
0,Other,RPG,0,0,5,44,36,34,0
0,USA,Simulation,1,1,1,56,92,30,2
1,Asia,Simulation,0,0,6,16,58,20,0
0,Europe,Action,0,0,16,157,95,19,1
0,USA,Simulation,1,0,9,16,31,14,0
0,USA,RPG,0,1,12,31,38,29,1
0,Europe,Strategy,0,0,17,71,84,14,1
0,USA,Strategy,0,0,6,147,44,27,1
0,Europe,RPG,0,0,8,77,25,18,1
1,Europe,Strategy,0,0,11,74,38,0,1
0,Europe,Simulation,0,1,14,35,50,24,0
1,Europe,Action,0,0,11,15,94,36,1
1,USA,RPG,0,0,1,42,59,3,0
0,Asia,Sports,0,1,8,128,94,2,1
1,USA,Sports,0,0,15,62,61,42,1
0,USA,Action,0,0,12,37,3,28,1
0,USA,Strategy,1,1,5,174,32,12,2
0,USA,Sports,0,2,19,166,2,33,2
0,Europe,Sports,1,1,14,93,7,23,1
0,Europe,RPG,0,1,7,39,87,17,1
1,USA,Strategy,0,0,5,170,57,32,1
1,USA,Strategy,0,1,19,21,29,13,1
1,USA,Action,0,0,9,129,47,30,1
0,Europe,RPG,1,0,13,17,9,31,0
1,Asia,Action,1,2,7,158,19,1,1
1,Europe,Simulation,0,0,1,172,91,3,0
0,Asia,Action,0,0,13,17,77,48,1
0,USA,Simulation,0,0,9,77,51,34,1
0,USA,Strategy,0,0,3,55,27,8,0
0,Asia,Action,0,2,3,35,28,27,0
1,Asia,RPG,0,2,8,102,19,24,1
1,Europe,Sports,0,0,4,142,89,17,1
0,Asia,RPG,0,2,0,157,80,10,0
1,Europe,Sports,1,0,19,78,86,22,2
1,Europe,Sports,0,2,12,90,99,5,1
1,Europe,Action,0,2,0,81,8,2,0
0,Europe,RPG,0,0,19,73,75,23,2
0,Europe,Strategy,1,2,1,150,48,29,0
0,USA,RPG,0,2,4,37,17,33,0
1,Other,Sports,1,1,9,19,40,24,0
1,Other,Strategy,0,1,15,132,74,25,2
0,USA,Strategy,0,0,14,19,77,40,1
0,Europe,Simulation,0,0,5,78,67,21,1
1,Asia,Simulation,0,1,5,20,93,12,0
0,USA,Simulation,0,0,8,166,41,10,1
0,USA,Sports,0,2,2,78,62,0,0
0,Europe,Simulation,0,2,18,21,42,40,1
0,USA,Strategy,0,2,9,136,70,36,1
0,Asia,Action,1,0,14,63,56,44,1
0,Asia,RPG,0,2,8,46,6,14,1
1,Asia,Simulation,0,0,17,178,58,11,2
1,Asia,RPG,0,2,11,125,48,32,0
0,Europe,Sports,0,2,18,57,70,42,1
0,USA,Strategy,0,1,3,46,53,17,1
0,USA,Sports,0,0,6,132,18,24,1
0,Asia,Action,0,2,6,172,71,8,1
1,Asia,Sports,0,0,2,126,90,16,0
0,USA,Simulation,0,0,3,38,57,26,0
0,Asia,Strategy,0,0,8,120,9,17,1
1,USA,Action,0,0,3,82,53,42,1
1,USA,Simulation,0,2,7,62,75,18,1
0,USA,RPG,0,1,13,175,34,7,2
0,USA,RPG,0,0,8,94,4,49,1
0,Asia,Simulation,0,0,10,176,46,8,2
0,Asia,Simulation,0,0,7,169,35,30,1
0,Europe,RPG,0,0,15,19,25,39,0
1,Europe,Action,1,0,2,40,47,41,0
0,Europe,Strategy,0,2,3,58,57,15,0
1,Asia,RPG,0,0,10,72,33,13,1
1,USA,RPG,1,1,12,170,84,1,2
0,USA,Strategy,0,1,5,179,44,27,1
0,Europe,Strategy,0,1,16,29,89,41,1
1,Europe,Simulation,1,1,14,33,94,28,1
0,Europe,Sports,0,1,7,36,45,28,0
0,Asia,Strategy,0,1,16,84,87,42,2
0,USA,Strategy,0,2,15,12,50,39,0
1,Europe,Sports,0,0,19,10,2,22,0
